City,Year,Shell,Volume,Mileage,Transmission,Rudder,Color,Gear,CustomsCleared,Type Engine,Price,Company,Model
Шымкент,2015,седан,3.5,44000,автомат,слева,белый,передний привод,Да,бензин,9700000,Kia,Cadenza
Актау,2009,минивэн,3.8,135000,типтроник,слева,серебристый металлик,,Нет,газ-бензин,4700000,Volkswagen,Routan
Нур-Султан (Астана),2014,микровэн,2.0,99000,механика,слева,синий металлик,передний привод,Да,бензин,5490000,Kia,Carens
Уральск,2018,седан,2.0,75000,типтроник,слева,белый,задний привод,Да,бензин,16666666,Mercedes-Benz,E 200
Шымкент,2015,седан,1.4,7777,механика,слева,белый,передний привод,Да,бензин,5200000,Toyota,Corolla
Алматы,1997,внедорожник,3.4,113000,автомат,слева,бирюзовый,полный привод,Да,бензин,6700000,Toyota,Land Cruiser Prado
Уральск,1992,купе,2.5,300000,механика,слева,вишня металлик,задний привод,Да,бензин,1700000,BMW,325
Павлодар,2014,универсал,1.6,114000,автомат,слева,белый,передний привод,Да,бензин,3400000,ВАЗ (Lada),2194 (универсал)
Алматы,2017,кроссовер,3.0,28000,типтроник,слева,серый металлик,полный привод,Да,бензин,23500000,BMW,X6
Нур-Султан (Астана),2008,кроссовер,3.6,97000,автомат,слева,серебристый металлик,полный привод,Да,бензин,7500000,Volkswagen,Touareg
Нур-Султан (Астана),2019,универсал,2.5,7000,вариатор,слева,серый металлик,полный привод,Да,бензин,17300000,Subaru,Forester
Нур-Султан (Астана),2007,кроссовер,4.2,184000,автомат,слева,черный,полный привод,Да,бензин,5300000,Audi,Q7
Алматы,2016,хэтчбек,1.6,84500,автомат,слева,красный,передний привод,Да,бензин,4800000,Peugeot,2008
Уральск,2007,минивэн,2.4,138000,автомат,слева,черный металлик,передний привод,Нет,газ-бензин,3600000,Honda,Elysion
Алматы,2013,кроссовер,1.6,300000,механика,слева,коричневый,полный привод,Да,бензин,3150000,Renault,Duster
Павлодар,2015,седан,2.5,120000,автомат,слева,белый,передний привод,Да,бензин,9500000,Toyota,Camry
Павлодар,2010,внедорожник,2.7,200000,автомат,слева,белый металлик,полный привод,Да,бензин,13450000,Toyota,Land Cruiser Prado
Шымкент,2007,хэтчбек,1.4,180000,механика,слева,серый,передний привод,Да,бензин,1350000,Peugeot,206
Караганда,2000,седан,5.0,247000,типтроник,слева,серебристый металлик,задний привод,Да,бензин,2300000,Mercedes-Benz,S 500
Шымкент,2014,седан,1.8,200000,механика,слева,черный,передний привод,Да,бензин,2100000,ВАЗ (Lada),2190 (седан)
Алматы,1991,седан,2.3,279000,механика,слева,коричневый металлик,задний привод,Да,бензин,1300000,Mercedes-Benz,E 230
Атырау,2008,хэтчбек,1.6,131000,механика,слева,синий,передний привод,Нет,бензин,1000000,ВАЗ (Lada),1119 (хэтчбек)
Атырау,1998,седан,2.4,111111,механика,слева,белый,передний привод,Да,бензин,550000,ГАЗ3102 (Волга),
Алматы,2010,внедорожник,3.0,115000,автомат,слева,белый металлик,,Да,бензин,10300000,BMW,X5
Шымкент,2020,седан,2.5,13000,типтроник,слева,черный,передний привод,Да,бензин,14500000,Toyota,Camry
Нур-Султан (Астана),2020,кроссовер,2.0,9000,автомат,слева,черный металлик,полный привод,Да,бензин,25500000,Lexus,RX 300
Нур-Султан (Астана),2019,седан,2.0,15000,автомат,слева,белый металлик,полный привод,Да,бензин,23000000,BMW,530
Тараз,2011,седан,1.6,42000,механика,слева,зеленый металлик,передний привод,Да,бензин,2400000,ВАЗ (Lada),2115 (седан)
Алматы,2006,седан,1.4,252261,механика,слева,серый,передний привод,Да,бензин,3000000,Toyota,Corolla
Алматы,2018,минивэн,2.1,84000,автомат,слева,черный металлик,задний привод,Да,дизель,29500000,Mercedes-Benz,V 250
Актобе,2018,пикап,4.0,60000,автомат,слева,белый,полный привод,Да,газ-бензин,19000000,Toyota,Hilux
Алматы,2014,фургон,2.8,57000,механика,слева,серый,задний привод,Нет,дизель,4000000,ГАЗГАЗель NEXT,
Актобе,2008,кроссовер,3.0,272000,автомат,слева,золотистый металлик,полный привод,Да,бензин,5700000,Mitsubishi,Outlander
Алматы,2017,седан,1.5,21000,механика,слева,,,Да,бензин,3550000,Ravon,Nexia R3
Алматы,2008,внедорожник,3.6,336789,автомат,слева,серый,полный привод,Да,дизель,7000000,Rover,Land Range 
Усть-Каменогорск,2000,микроавтобус,2.7,117000,автомат,справа,белый металлик,полный привод,Да,бензин,6500000,Toyota,HiAce Regius
Усть-Каменогорск,2014,хэтчбек,1.6,102300,механика,слева,белый,передний привод,Да,бензин,2600000,ВАЗ (Lada),2172 (хэтчбек)
Актау,2014,хэтчбек,1.6,78000,автомат,слева,белый,передний привод,Да,бензин,5500000,Kia,Cee’d
